S.No,Tag UID,Cluster,Plant,Line,Plant SAP Code,Section,Section Number,Equipment Group,Equipment Subtype,Tag Name,Source Item ID,Path,Address,Description,Unit Of Measurement,Min,Max,UCL,LCL,Tag Type,Data Source,Variable Type,Location,Control Variable,Feeder Variable,Variable Group,Criticality,Sampling Interval,Process,Mechanical,E_I,Quality,Safety,Environmental,Cutoff,Make_Supplier,Delta Minimum,Historian Code,KPI
,W-NCJW1-RM1-F-PV-D_FT1050,West,NCJW,1,JF01,Raw Mill,1,VRM+Feeder,Weigh Feeder,D_FT1050,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:D_FT1050?Value,D_FT1050,,Weigh Feeder 4 Flow Set Point (TPH),TPH,0,35.0,,,Analog,Sensor,Flow,,,,PV,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-RM1-F-COP-DRMFC1050_SPM,West,NCJW,1,JF01,Raw Mill,1,VRM+Feeder,Weigh Feeder,DRMFC1050_SPM,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:DRMFC1050_SPM?Value,DRMFC1050::_SPM,,Weigh Feeder 4 Flow Set Point (TPH),TPH,0,35.0,,,Analog,Sensor,Flow,,,,Controller OP,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-RM1-F-CSP-DRMFC1030_SPA,West,NCJW,1,JF01,Raw Mill,1,VRM+Feeder,Weigh Feeder,DRMFC1030_SPA,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:DRMFC1030_SPA?Value,DRMFC1030::_SPA,,Weigh Feeder 5 Flow Set Point (TPH) Limestone,TPH,0,330.0,,,Analog,Sensor,Flow,,,,Controller SP,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-RM1-F-PV-D_FT1030,West,NCJW,1,JF01,Raw Mill,1,VRM+Feeder,Weigh Feeder,D_FT1030,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:D_FT1030?Value,D_FT1030,,Weigh Feeder 5 Flow Set Point (TPH),TPH,0,330.0,,,Analog,Sensor,Flow,,,,PV,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-RM1-F-COP-DRMFC1030_SPM,West,NCJW,1,JF01,Raw Mill,1,VRM+Feeder,Weigh Feeder,DRMFC1030_SPM,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:DRMFC1030_SPM?Value,DRMFC1030::_SPM,,Weigh Feeder 5 Flow Set Point (TPH),TPH,0,330.0,,,Analog,Sensor,Flow,,,,Controller OP,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-RM1-F-CSP-DRMFC1070_SPA,West,NCJW,1,JF01,Raw Mill,1,VRM+Feeder,Weigh Feeder,DRMFC1070_SPA,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:DRMFC1070_SPA?Value,DRMFC1070::_SPA,,Weigh Feeder 6 Flow Set Point (TPH) Limestone,TPH,0,330.0,,,Analog,Sensor,Flow,,,,Controller SP,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-RM1-F-PV-D_FT1070,West,NCJW,1,JF01,Raw Mill,1,VRM+Feeder,Weigh Feeder,D_FT1070,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:D_FT1070?Value,D_FT1070,,Weigh Feeder 6 Flow Set Point (TPH),TPH,0,330.0,,,Analog,Sensor,Flow,,,,PV,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-RM1-F-COP-DRMFC1070_SPM,West,NCJW,1,JF01,Raw Mill,1,VRM+Feeder,Weigh Feeder,DRMFC1070_SPM,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:DRMFC1070_SPM?Value,DRMFC1070::_SPM,,Weigh Feeder 6 Flow Set Point (TPH),TPH,0,330.0,,,Analog,Sensor,Flow,,,,Controller OP,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-RM1-P-CSP-DRMPC1020_SPA,West,NCJW,1,JF01,Raw Mill,1,VRM,Others,DRMPC1020_SPA,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:DRMPC1020_SPA?Value,DRMPC1020::_SPA,,Pressure Drop across mill Set Point.SP,mmWG,0,1500.0,,,Analog,Sensor,Pressure,,,,Controller SP,,3s,1.0,,,,,,,,,,
,W-NCJW1-RM1-P-PV-D_PT1020,West,NCJW,1,JF01,Raw Mill,1,VRM,Others,D_PT1020,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:D_PT1020?Value,D_PT1020,,Pressure Drop across mill Process Value.PV,mmWG,0,1500.0,,,Analog,Sensor,Pressure,,,,PV,,3s,1.0,,,,,,,,,,
,W-NCJW1-RM1-F-COP-DRMPC1020_SPM,West,NCJW,1,JF01,Raw Mill,1,VRM,Others,DRMPC1020_SPM,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:DRMPC1020_SPM?Value,DRMPC1020::_SPM,,Total Feed Set point,TPH,0,400.0,,,Analog,Sensor,Flow,,,,Controller OP,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-RM1-J-PV-D_IT1580,West,NCJW,1,JF01,Raw Mill,1,VRM,Main Drive,D_IT1580,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:D_IT1580?Value,D_IT1580,,Main Drive Load kW Set Point.PV,kW,0,3000.0,,,Analog,Sensor,Power,,,,PV,,3s,1.0,,1.0,,,,,,,,1.0
,W-NCJW1-RM1-P-PV-D_PT1130,West,NCJW,1,JF01,Raw Mill,1,VRM,Others,D_PT1130,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:D_PT1130?Value,D_PT1130,,Inlet Pressure Process Value.PV,mmWG,0,225.0,,,Analog,Sensor,Pressure,Inlet,,,PV,,3s,1.0,,,,,,,,,,
,W-NCJW1-RM1-S-COP-D_ZT1420,West,NCJW,1,JF01,Raw Mill,1,VRM+Regulators,Damper,D_ZT1420,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:D_ZT1420?Value,D_ZT1420,,Damper Position %,%,0,100.0,,,Analog,Sensor,Position,,,,Controller OP,,3s,1.0,,,,,,,,,,
,W-NCJW1-RM1-T-PV-D_TT1100,West,NCJW,1,JF01,Raw Mill,1,VRM,Others,D_TT1100,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:D_TT1100?Value,D_TT1100,,Outlet Temperature Process Value.PV,Deg C,0,200.0,,,Analog,Sensor,Temperature,Outlet,,,PV,,3s,1.0,,,,,,,,,,
,W-NCJW1-RM1-O-COP-DRMSC1460S_SPA,West,NCJW,1,JF01,Raw Mill,1,VRM+Fan+Regulators,Damper+Process Fan,DRMSC1460S_SPA,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:DRMSC1460S_SPA?Value,DRMSC1460::S_SPA,,Damper Position % or Fan Speed RPM (ID Fan),%,0,100.0,,,Analog,Sensor,Others,,,,Controller OP,,3s,1.0,,,,,,,,,,
,W-NCJW1-RM1-T-CSP-F_TC2111_SPA,West,NCJW,1,JF01,Raw Mill,1,VRM+Dust Collector,Bag House,F_TC2111_SPA,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:F_TC2111_SPA?Value,F_TC2111::_SPA,,Bag House Inlet Temperature Set Point.SP,Deg C,0,600.0,,,Analog,Sensor,Temperature,Inlet,,,Controller SP,,3s,1.0,,,,,,,,,,
,W-NCJW1-RM1-S-COP-F_TC2111_SPM,West,NCJW,1,JF01,Raw Mill,1,VRM+Regulators,Damper,F_TC2111_SPM,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:F_TC2111_SPM?Value,F_TC2111::_SPM,,Damper Position %,%,0,100.0,,,Analog,Sensor,Position,,,,Controller OP,,3s,1.0,,,,,,,,,,
,W-NCJW1-RM1-J-CSP-DRMSC1460S_SPA,West,NCJW,1,JF01,Raw Mill,1,VRM+Fan,Process Fan,DRMSC1460S_SPA,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:DRMSC1460S_SPA?Value,DRMSC1460::S_SPA,,Fan kW Set Point.SP,kW,0,3429.0,,,Analog,Sensor,Power,,,,Controller SP,,3s,1.0,,1.0,,,,,,,,1.0
,W-NCJW1-RM1-J-PV-D_IT1520,West,NCJW,1,JF01,Raw Mill,1,VRM+Fan,Process Fan,D_IT1520,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:D_IT1520?Value,D_IT1520,,Fan kW Process Value.PV,kW,0,3429.0,,,Analog,Sensor,Power,,,,PV,,3s,1.0,,1.0,,,,,,,,1.0
,W-NCJW1-RM1-O-COP-DRMSC1460S_SPM,West,NCJW,1,JF01,Raw Mill,1,VRM+Fan+Regulators,Damper+Process Fan,DRMSC1460S_SPM,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:DRMSC1460S_SPM?Value,DRMSC1460::S_SPM,,Damper Position % or Fan Speed RPM (ID Fan),%,0,100.0,,,Analog,Sensor,Others,,,,Controller OP,,3s,1.0,,,,,,,,,,
,W-NCJW1-RM1-P-PV-D_PT1310,West,NCJW,1,JF01,Raw Mill,1,VRM,Others,D_PT1310,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:D_PT1310?Value,D_PT1310,,Outlet Pressure Process Value.PV,mmWG,0,1500.0,,,Analog,Sensor,Pressure,Outlet,,,PV,,3s,1.0,,,,,,,,,,
,W-NCJW1-RM1-S-COP-D_ZT1430,West,NCJW,1,JF01,Raw Mill,1,VRM+Regulators,Damper,D_ZT1430,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:D_ZT1430?Value,D_ZT1430,,Recirculation Damper Position %,%,0,100.0,,,Analog,Sensor,Position,,,,Controller OP,,3s,1.0,,,,,,,,,,
,W-NCJW1-RM1-S-OTH-FKL_ZT2200,West,NCJW,1,JF01,Raw Mill,1,VRM+Regulators,Damper,FKL_ZT2200,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:FKL_ZT2200?Value,FKL_ZT2200,,By-Pass Damper Position % ,%,0,100.0,,,Analog,Sensor,Position,,,,Others,,3s,1.0,,,,,,,,,,
,W-NCJW1-RM1-S-OTH-D_ZT1420,West,NCJW,1,JF01,Raw Mill,1,VRM+Regulators,Damper,D_ZT1420,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:D_ZT1420?Value,D_ZT1420,,Inlet Damper Position,%,0,100.0,,,Analog,Sensor,Position,Inlet,,,Others,,3s,1.0,,,,,,,,,,
,W-NCJW1-KM1-F-CSP-462WF065PID_SPA,West,NCJW,1,JF01,Coal Mill,1,VRM+Feeder,Weigh Feeder,462WF065PID_SPA,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:462WF065PID_SPA?Value,462::WF065::PID_SPA,,Weigh Feeder 1 Flow Set Point (TPH) (petcoke),TPH,0,86.0,,,Analog,Sensor,Flow,,,,Controller SP,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-KM1-F-PV-462WF065_A01F01,West,NCJW,1,JF01,Coal Mill,1,VRM+Feeder,Weigh Feeder,462WF065_A01F01,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:462WF065_A01F01?Value,462::WF065::_A01::F01,,Weigh Feeder 1 Flow Actual (TPH),TPH,0,86.0,,,Analog,Sensor,Flow,,,,PV,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-KM1-R-COP-462WF065PID_SPM,West,NCJW,1,JF01,Coal Mill,1,VRM+Feeder,Weigh Feeder,462WF065PID_SPM,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:462WF065PID_SPM?Value,462::WF065::PID_SPM,,Weigh Feeder 1 drive speed (RPM),%,0,100.0,,,Analog,Sensor,Speed,,,,Controller OP,,3s,1.0,,,,,,,,,,
,W-NCJW1-KM1-F-CSP-462WF045PID_SPM,West,NCJW,1,JF01,Coal Mill,1,VRM+Feeder,Weigh Feeder,462WF045PID_SPM,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:462WF045PID_SPM?Value,462::WF045::PID_SPM,,Weigh Feeder 2 Flow Set Point (TPH) (Aus/Moz),TPH,0,86.0,,,Analog,Sensor,Flow,,,,Controller SP,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-KM1-F-PV-462WF045_A01F01,West,NCJW,1,JF01,Coal Mill,1,VRM+Feeder,Weigh Feeder,462WF045_A01F01,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:462WF045_A01F01?Value,462::WF045::_A01::F01,,Weigh Feeder 2 Flow Actual (TPH),TPH,0,86.0,,,Analog,Sensor,Flow,,,,PV,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-KM1-R-COP-462WF045_A01S01,West,NCJW,1,JF01,Coal Mill,1,VRM+Feeder,Weigh Feeder,462WF045_A01S01,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:462WF045_A01S01?Value,462::WF045::_A01::S01,,Weigh Feeder 2 drive speed (RPM),%,0,100.0,,,Analog,Sensor,Speed,,,,Controller OP,,3s,1.0,,,,,,,,,,
,W-NCJW1-KM1-P-PV-462RM100_N04P01,West,NCJW,1,JF01,Coal Mill,1,VRM,Others,462RM100_N04P01,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:462RM100_N04P01?Value,462::RM100::_N04::P01,,Pressure Drop across mill Process Value.PV,mmWG,0,800.0,,,Analog,Sensor,Pressure,,,,PV,,3s,1.0,,,,,,,,,,
,W-NCJW1-KM1-J-PV-MILL_MOTOR_KW,West,NCJW,1,JF01,Coal Mill,1,VRM,Main Drive,MILL_MOTOR_KW,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:MILL_MOTOR_KW?Value,MILL_MOTOR_KW,,Main Drive Load kW Set Point.PV,kW,0,500.0,,,Analog,Sensor,Power,,,,PV,,3s,1.0,,1.0,,,,,,,,1.0
,W-NCJW1-KM1-P-PV-462RM100_N02P01,West,NCJW,1,JF01,Coal Mill,1,VRM,Others,462RM100_N02P01,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:462RM100_N02P01?Value,462::RM100::_N02::P01,,Inlet Pressure Process Value.PV,mmWG,0,500.0,,,Analog,Sensor,Pressure,Inlet,,,PV,,3s,1.0,,,,,,,,,,
,W-NCJW1-KM1-T-PV-462RM100_N03T01,West,NCJW,1,JF01,Coal Mill,1,VRM,Others,462RM100_N03T01,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:462RM100_N03T01?Value,462::RM100::_N03::T01,,Outlet Temperature Process Value.PV,Deg C,0,200.0,,,Analog,Sensor,Temperature,Outlet,,,PV,,3s,1.0,,,,,,,,,,
,W-NCJW1-KM1-R-COP-462FN450_N01S01,West,NCJW,1,JF01,Coal Mill,1,VRM+Fan+Regulators,Damper+Process Fan,462FN450_N01S01,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:462FN450_N01S01?Value,462::FN450::_N01::S01,,Damper Position % or Booster fan rpm,RPM,0,1000.0,,,Analog,Sensor,Speed,,,,Controller OP,,3s,1.0,,,,,1.0,,,,,
,W-NCJW1-KM1-T-PV-462BF300_N01T01,West,NCJW,1,JF01,Coal Mill,1,VRM+Dust Collector,Bag House,462BF300_N01T01,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:462BF300_N01T01?Value,462::BF300::_N01::T01,,Bag House Inlet Temperature Process Value.PV,Deg C,0,200.0,,,Analog,Sensor,Temperature,Inlet,,,PV,,3s,1.0,,,,,,,,,,
,W-NCJW1-KM1-S-COP-462LD415,West,NCJW,1,JF01,Coal Mill,1,VRM+Regulators,Damper,462LD415,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:462LD415?Value,462::LD415,,Damper Position % (Recirculation),%,0,100.0,,,Analog,Sensor,Position,,,,Controller OP,,3s,1.0,,,,,,,,,,
,W-NCJW1-KM1-O-PV-462TV452_Y01Z01,West,NCJW,1,JF01,Coal Mill,1,VRM+Fan+Regulators,Valve+Process Fan,462TV452_Y01Z01,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:462TV452_Y01Z01?Value,462::TV452::_Y01::Z01,,Booster Fan Throttle Valve,%,0,100.0,,,Analog,Sensor,Others,,,,PV,,3s,1.0,,,,,,,,,,
,W-NCJW1-KM1-O-PV-462LD390,West,NCJW,1,JF01,Coal Mill,1,VRM+Regulators+Dust Collector,Damper+Bag Filter,462LD390,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:462LD390?Value,462::LD390,,L.Damper BF Inlet,%,0,100.0,,,Analog,Sensor,Others,Inlet,,,PV,,3s,1.0,,,,,,,,,,
,W-NCJW1-CM1-F-CSP-NJ_FC8054_SPA,West,NCJW,1,JF01,Cement Mill,1,Ball Mill+Feeder,Weigh Feeder,NJ_FC8054_SPA,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:NJ_FC8054_SPA?Value,NJ_FC8054::_SPA,,Weigh Feeder 1 Flow Set Point (TPH) (Clinker),TPH,0,70.0,,,Analog,Sensor,Flow,,,,Controller SP,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-CM1-F-PV-NJ_FI8054,West,NCJW,1,JF01,Cement Mill,1,Ball Mill+Feeder,Weigh Feeder,NJ_FI8054,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:NJ_FI8054?Value,NJ_FI8054,,Weigh Feeder 1 Flow Actual (TPH),TPH,0,70.0,,,Analog,Sensor,Flow,,,,PV,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-CM1-R-COP-NJ_FC8054_SPM,West,NCJW,1,JF01,Cement Mill,1,Ball Mill+Feeder,Weigh Feeder,NJ_FC8054_SPM,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:NJ_FC8054_SPM?Value,NJ_FC8054::_SPM,,Weigh Feeder 1 drive speed (RPM),%,0,100.0,,,Analog,Sensor,Speed,,,,Controller OP,,3s,1.0,,,,,,,,,,
,W-NCJW1-CM1-F-CSP-NJ_FC8060_SPA,West,NCJW,1,JF01,Cement Mill,1,Ball Mill+Feeder,Weigh Feeder,NJ_FC8060_SPA,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:NJ_FC8060_SPA?Value,NJ_FC8060::_SPA,,Weigh Feeder 2 Flow Set Point (TPH) (Gypsum),TPH,0,10.0,,,Analog,Sensor,Flow,,,,Controller SP,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-CM1-F-PV-NJ_FI8060,West,NCJW,1,JF01,Cement Mill,1,Ball Mill+Feeder,Weigh Feeder,NJ_FI8060,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:NJ_FI8060?Value,NJ_FI8060,,Weigh Feeder 2 Flow Actual (TPH),TPH,0,10.0,,,Analog,Sensor,Flow,,,,PV,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-CM1-R-COP-NJ_FC8060_SPM,West,NCJW,1,JF01,Cement Mill,1,Ball Mill+Feeder,Weigh Feeder,NJ_FC8060_SPM,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:NJ_FC8060_SPM?Value,NJ_FC8060::_SPM,,Weigh Feeder 2 drive speed (RPM),%,0,100.0,,,Analog,Sensor,Speed,,,,Controller OP,,3s,1.0,,,,,,,,,,
,W-NCJW1-CM1-F-CSP-NJ_FC8042_SPA,West,NCJW,1,JF01,Cement Mill,1,Ball Mill+Feeder,Weigh Feeder,NJ_FC8042_SPA,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:NJ_FC8042_SPA?Value,NJ_FC8042::_SPA,,Weigh Feeder 3 Flow Set Point (TPH) (ADDITIVE Limestone),TPH,0,34.0,,,Analog,Sensor,Flow,,,,Controller SP,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-CM1-F-PV-NJ_FI8042,West,NCJW,1,JF01,Cement Mill,1,Ball Mill+Feeder,Weigh Feeder,NJ_FI8042,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:NJ_FI8042?Value,NJ_FI8042,,Weigh Feeder 3 Flow Actual (TPH),TPH,0,34.0,,,Analog,Sensor,Flow,,,,PV,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-CM1-R-COP-NJ_FC8042_SPA,West,NCJW,1,JF01,Cement Mill,1,Ball Mill+Feeder,Weigh Feeder,NJ_FC8042_SPA,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:NJ_FC8042_SPA?Value,NJ_FC8042::_SPA,,Weigh Feeder 3 drive speed (RPM),%,0,100.0,,,Analog,Sensor,Speed,,,,Controller OP,,3s,1.0,,,,,,,,,,
,W-NCJW1-CM1-P-PV-NJ_PI8070,West,NCJW,1,JF01,Cement Mill,1,Ball Mill,Others,NJ_PI8070,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:NJ_PI8070?Value,NJ_PI8070,,"Mill Outlet
Draught (PV)",mmWG,-400,0.0,,,Analog,Sensor,Pressure,Outlet,,,PV,,3s,1.0,,,,,,,,,,
,W-NCJW1-CM1-F-PV-NJ_CM_TOTALFEED_RET,West,NCJW,1,JF01,Cement Mill,1,Ball Mill,Others,NJ_CM_TOTALFEED_RET,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:NJ_CM_TOTALFEED_RET?Value,NJ_CM_TOTALFEED_RET,,Total Feed rate in TPH (PV),TPH,0,200.0,,,Analog,Sensor,Flow,,,,PV,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-CM1-F-COP-NJ_CM_TOTAL,West,NCJW,1,JF01,Cement Mill,1,Ball Mill,Others,NJ_CM_TOTAL,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:NJ_CM_TOTAL?Value,NJ_CM_TOTAL,,Mill Fresh Feed in TPH (OP),TPH,0,80.0,,,Analog,Sensor,Flow,,,,Controller OP,,3s,1.0,,,,,,,,,,1.0
,W-NCJW1-CM1-T-PV-NJ8070_TI04,West,NCJW,1,JF01,Cement Mill,1,Ball Mill,Others,NJ8070_TI04,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:NJ8070_TI04?Value,NJ8070::_TI04,,Material Temperature (PV),Deg C,0,850.0,,,Analog,Sensor,Temperature,,,,PV,,3s,1.0,,,,,,,,,,
,W-NCJW1-CM1-O-COP-NJ_FC1074_SPM,West,NCJW,1,JF01,Cement Mill,1,Ball Mill+Regulators,Valve+Water Spray,NJ_FC1074_SPM,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:NJ_FC1074_SPM?Value,NJ_FC1074::_SPM,,Water valve position or Pump speed,%,0,100.0,,,Analog,Sensor,Others,,,,Controller OP,,3s,1.0,,,,,,,,,,
,W-NCJW1-CM1-F-PV-NJ1074_FI,West,NCJW,1,JF01,Cement Mill,1,Ball Mill,Water Spray,NJ1074_FI,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:NJ1074_FI?Value,NJ1074_FI,,Water Spray Flow,m3/hr,0,4.5,,,Analog,Sensor,Flow,,,,PV,,3s,1.0,,,,,,,,,,
,W-NCJW1-CM1-P-PV-MILL_DP,West,NCJW,1,JF01,Cement Mill,1,Ball Mill,Others,MILL_DP,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:MILL_DP?Value,MILL_DP,,Mill DP,mmWG,0,100.0,,,Analog,Sensor,Pressure,,,,PV,,3s,1.0,,,,,,,,,,
,W-NCJW1-PH1-T-PV-FKL_TT301,West,NCJW,1,JF01,PreHeater,1,PreHeater,Others,FKL_TT301,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:FKL_TT301?Value,FKL_TT301,,"PreHeater Exit Gas Temperature
(PV)",Deg C,0,600.0,,,Analog,Sensor,Temperature,Exit+Top,,,PV,,3s,1.0,,,,,,,,,,
,W-NCJW1-PH1-I-PV-FKL_IT450,West,NCJW,1,JF01,PreHeater,1,PreHeater+Fan,Process Fan+PreHeater Fan,FKL_IT450,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:FKL_IT450?Value,FKL_IT450,,PH fan Power Amps,Amps,0,300.0,,,Analog,Sensor,Current,,,,PV,,3s,1.0,,1.0,,,,,,,,
,W-NCJW1-PH1-J-PV-D33_KW1,West,NCJW,1,JF01,PreHeater,1,PreHeater+Fan,Process Fan+PreHeater Fan,D33_KW1,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:D33_KW1?Value,D33::_KW1,,PH- fan Power kW,kW,0,3000.0,,,Analog,Sensor,Power,,,,PV,,3s,1.0,,1.0,,,,,,,,1.0
,W-NCJW1-PH1-I-PV-D53_VFD_AMP_FB,West,NCJW,1,JF01,PreHeater,1,PreHeater+Fan+Dust Collector,Bag House Fan+Process Fan,D53_VFD_AMP_FB,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:D53_VFD_AMP_FB?Value,D53_VFD_AMP_FB,,BH fan Power Amps,Amps,0,107.0,,,Analog,Sensor,Current,,,,PV,,3s,1.0,,1.0,,,,,,,,
,W-NCJW1-PH1-J-PV-D53_VFD_KW_FB,West,NCJW,1,JF01,PreHeater,1,PreHeater+Fan+Dust Collector,Bag House Fan+Process Fan,D53_VFD_KW_FB,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:D53_VFD_KW_FB?Value,D53_VFD_KW_FB,,BH- fan Power kW,kW,0,935.0,,,Analog,Sensor,Power,,,,PV,,3s,1.0,,1.0,,,,,,,,1.0
,W-NCJW1-PH1-Q-PV-FKL_AT348B,West,NCJW,1,JF01,PreHeater,1,PreHeater,Others,FKL_AT348B,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:FKL_AT348B?Value,FKL_AT348B,,PH O/L CO (ppm),ppm,0,10000.0,,,Analog,Sensor,Concentration,,,,PV,,3s,1.0,,,,,1.0,,,,,
,W-NCJW1-PH1-Q-PV-FKL_AT348A,West,NCJW,1,JF01,PreHeater,1,PreHeater,Others,FKL_AT348A,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:FKL_AT348A?Value,FKL_AT348A,,PH O/L O2 (ppm),%,0,25.0,,,Analog,Sensor,Concentration,,,,PV,,3s,1.0,,,,,1.0,,,,,
,W-NCJW1-PH1-T-PV-FKL_TT321,West,NCJW,1,JF01,PreHeater,1,PreHeater,Others,FKL_TT321,ns=3;s=10.28.36.5->opc.tcp://10.28.36.5:26080/->ns=2;s=1:FKL_TT321?Value,FKL_TT321,,PCTemperature ,Deg C,0,1200.0,,,Analog,Sensor,Temperature,,,,PV,,3s,1.0,,,,,,,,,,
